Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,Engine Software
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,InXile Entertainment
Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,Argonaut Games
Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,Dreamcatcher
SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05,Unknown
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown
Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,NanaOn-Sha
Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,"Eidos Interactive, Tantalus Interactive"
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05,From Software
Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,Neon Studios
Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.05,Unknown
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,Immersion Software & Graphics
Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,Doki Denki
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,Ubisoft
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,Data Design Interactive
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,Interplay
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05,Unknown
IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,Codemasters
Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0.0,0.0,0.0,0.05,Gorilla Systems
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,Taito Corporation
Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05,Climax Group
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.0,0.01,0.05,PlatinumGames
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05,Unknown
Piglet's Big Game,GBA,2003,Platform,THQ,0.04,0.01,0.0,0.0,0.05,Unknown
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,Tripwire Interactive
Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05,Unknown
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,Sega AM2
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05,Unknown
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,Blast! Entertainment Ltd
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05,Unknown
My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.01,0.0,0.0,0.05,Unknown
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,High Voltage Software
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0.0,0.0,0.05,0.0,0.05,Unknown
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,Colossal Order
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,3DO
Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05,Navarre Corp
RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,0.0,0.0,0.05,0.0,0.05,Unknown
To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,Unknown
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,Omega Force
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Point of View
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,Unknown
Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05,Natsume
The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,Blue Castle Games
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,Deep Silver
Captain America: Super Soldier,DS,-1,Action,Sega,0.05,0.0,0.0,0.0,0.05,Unknown
Venetica,PC,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,Deck 13
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,Codemasters
Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0.0,0.0,0.05,Arc System Works
Lagoon,SNES,1991,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05,Unknown
Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,Black Lantern Studios
Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,Rising Star Games
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,InXile Entertainment
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05,Cave
Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0.0,0.0,0.05,0.0,0.05,Unknown
MorphX,X360,2010,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,"Buka Entertainment, Targem Games"
Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05,Unknown
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,WayForward
Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown
Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,Ubisoft
Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,Sonic Powered
Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0.0,0.0,0.05,Unknown
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,Unknown
Sengoku Basara X,PS2,2008,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,Unknown
Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05,Unknown
Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,Ubisoft Porto Alegre
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,Unknown
Ontamarama,DS,2007,Action,Atlus,0.05,0.0,0.0,0.0,0.05,Noise Factory
DokiDoki Majo Shinpan!,DS,2007,Adventure,SNK Playmore,0.0,0.0,0.05,0.0,0.05,Unknown
Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,0.0,0.0,0.05,0.0,0.05,Unknown
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,Exient Entertainment
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05,Unknown
Downforce,PS2,2002,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,SmartDog
Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05,Unknown
Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,Legacy Interactive
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,Neverland
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,2K Marin
Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,Gameinvest
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,Shin'en
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,Suzak
Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0.0,0.05,0.0,0.0,0.05,Unknown
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,Terminal Reality
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,Iron Galaxy Studios
Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05,Unknown
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,Genki
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,Cave
Expendable,PS,1999,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,Unknown
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,0.05,0.0,0.0,0.0,0.05,Unknown
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Arthur! Ready to Race,PS,2000,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05,Unknown
Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05,Unknown
The Typing of the Dead,DC,2000,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,Smilebit
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05,Unknown
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,Unknown
The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05,Unknown
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0.0,0.0,0.0,0.05,Amaze Entertainment
R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.05,0.0,0.0,0.01,0.05,Unknown
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,Atomic Planet Entertainment
Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,Game Sauce
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,From Software
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,Unknown
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,Mass Media
Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,Ubisoft
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05,Unknown
Imagine: Artist,DS,2009,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,Ubisoft
Top Spin 2,DS,2006,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,Indie Built
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,Unknown
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0.0,0.0,0.05,0.0,0.05,Unknown
Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,Free Radical Design
Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,Unknown
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,0.0,0.0,0.05,0.0,0.05,Unknown
Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,Sonic Team
Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,Unknown
Kamiwaza,PS2,2006,Action,Acquire,0.0,0.0,0.05,0.0,0.05,Unknown
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0.0,0.05,0.0,0.0,0.05,Behaviour Interactive
Arcana Heart 3,X360,2011,Fighting,PQube,0.0,0.02,0.02,0.0,0.05,Examu
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Konami
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,PopCap
Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,0.05,0.0,0.0,0.0,0.05,Kuju Entertainment
GRID,DS,-1,Racing,Codemasters,0.04,0.0,0.0,0.0,0.05,Firebrand Games
Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,5pb
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,Prope
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,Unknown
Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05,Unknown
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,Wideload Games Inc.
Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,Acclaim Studios Cheltenham
Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,KCEO
Dual Heroes,N64,1997,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05,Unknown
Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05,Unknown
Hercules: The Legendary Journeys,N64,2000,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05,Unknown
Chameleon Twist 2,N64,1998,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05,Unknown
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0.0,0.05,Sumo Digital
Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,0.04,0.01,0.0,0.0,0.05,Unknown
Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05,Unknown
Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,Rising Star Games
All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05,Unknown
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,0.0,0.0,0.05,0.0,0.05,Unknown
Winning Post World,PS3,2009,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05,Unknown
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,Arkane Studios
Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05,Unknown
Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.02,0.0,0.0,0.05,Unknown
Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0.0,0.0,0.05,Unknown
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown
Ride,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.01,0.01,0.05,Milestone S.r.l
Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,NewKidCo,0.04,0.01,0.0,0.0,0.05,Handheld Games
Zumba Fitness Core,X360,2012,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,Zoe Mode
Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,Unknown
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,Arc System Works
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0.0,0.0,0.05,Radical Entertainment
Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.05,0.0,0.0,0.0,0.05,Unknown
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,Iridon Interactive AB
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0.0,0.0,0.05,0.0,0.05,Unknown
TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.02,0.02,0.0,0.0,0.05,Unknown
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,0.0,0.0,0.05,0.0,0.05,Unknown
Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0.0,0.0,0.05,0.0,0.05,Unknown
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,LucasArts
Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05,Nordic Games Publishing
Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05,Unknown
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,Mass Media
Keiba Eight Special,SNES,1993,Sports,Misawa,0.0,0.0,0.05,0.0,0.05,Unknown
Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.04,0.01,0.0,0.0,0.05,High Voltage Software
Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,Unknown
Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0.0,0.0,0.0,0.05,Natsume
Guild 01,3DS,2012,Action,Level 5,0.0,0.0,0.05,0.0,0.05,Unknown
Tour de France 2011,X360,-1,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,Cyanide
Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,Unknown
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,Krome Studios
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05,Unknown
Hokuto no Ken,PS2,2007,Fighting,Sega,0.0,0.0,0.05,0.0,0.05,Unknown
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,PopCap
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,"10tacle Studios, Fusionsphere Systems"
George of the Jungle and the Search for the Secret,DS,2008,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05,Crave
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,Treasure
Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,505 Games
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,Unknown
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,Unknown
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05,"Neverland, Idea Factory"
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,Now Production
Baku Baku,SAT,1995,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,Unknown
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,"Next Level Games, Nintendo"
Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0.0,0.0,0.05,Bits Studios
Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,Unknown
Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,Zoo Games
BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,Kadokawa
DiRT 2,PC,2009,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,Codemasters
Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,Overkill Software
Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0.0,0.01,0.05,Eutechnyx
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,EKO Software
Ghostbusters (2016),XOne,2016,Action,Activision,0.04,0.0,0.0,0.01,0.05,Unknown
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05,Unknown
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05,"Taito Corporation, 505 Games"
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05,Sega
Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,Outrage Games
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0.0,0.0,0.05,0.0,0.05,Unknown
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
G1 Grand Prix,3DS,2012,Action,Genki,0.0,0.0,0.05,0.0,0.05,Unknown
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05,Unknown
Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05,Unknown
Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05,Saffire
Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown
Fishdom,DS,2011,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,Playrix Entertainment
Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,Unknown
Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,Papaya Studios
Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05,Ignition Entertainment
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,Gaming Minds Studios
Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,Visual Concepts
Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,One Man Band
Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,Carapace
