Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,Clap Hanz
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,Unknown
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,Unknown
Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,Unknown
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,"PLAYGROUND, Playground Games"
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,Ubisoft Montreal
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,Vicarious Visions
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,Capcom
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,Rockstar North
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95,Unknown
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,Electronic Arts
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,Aki Corp.
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,"Flagship, HAL Labs"
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,Criterion Games
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94,Jellyvision
Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,Unknown
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0.0,0.13,1.94,Art
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,The Sims Studio
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,EA Canada
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,Dimps Corporation
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0.0,0.18,1.94,Exakt
Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,Unknown
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,Ubisoft
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,Irrational Games
X-Men Legends,PS2,2004,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,Raven Software
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,Unknown
Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,Unknown
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0.0,0.16,1.93,Midway
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,Bungie
Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,Unknown
The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,Unknown
Destiny,X360,2014,Shooter,Activision,1.31,0.43,0.0,0.18,1.92,Bungie
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,Volition Inc.
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,Maxis
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,"Nintendo, Nd Cube"
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0.0,0.25,1.92,Rainbow Studios
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,NanaOn-Sha
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0.0,0.27,1.92,Neversoft Entertainment
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,Unknown
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,Blizzard Entertainment
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,Sumo Digital
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,Factor 5
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,Unknown
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0.0,0.29,0.12,1.89,Namco Bandai Games
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.74,0.62,0.41,0.13,1.89,Unknown
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,Electronic Arts
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0.0,0.18,1.88,EA Tiburon
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0.0,0.17,1.88,WB Games Montreal
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0.0,0.17,1.88,Midway
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,Unknown
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,Midway
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,Unknown
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,Unknown
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,Visual Concepts
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,1.88,Papaya Studios
WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,Unknown
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,Unknown
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,Rare Ltd.
FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,Unknown
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,EA Sports
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,Omega Force
The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,Unknown
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86,Unknown
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,EA Sports
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,"Luxoflux, Inc."
Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,Unknown
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,SCEI
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,Unknown
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0.0,0.18,1.86,Krome Studios
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,Electronic Arts
Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,Avalanche Studios
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,SquareSoft
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,Naughty Dog
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,Jupiter Corporation
Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,Unknown
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,Rockstar Studios
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0.0,1.1,0.42,0.33,1.84,Unknown
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,TT Games
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,Altron
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,EA Sports
"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,Unknown
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0.0,0.2,1.83,Ubisoft Montpellier
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0.0,0.03,1.83,Unknown
Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,Unknown
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,HAL Labs
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,Unknown
GoldenEye 007 (2010),Wii,2010,Action,Activision,0.84,0.7,0.13,0.16,1.83,Unknown
Sonic Classic Collection,DS,2010,Platform,Sega,0.92,0.73,0.0,0.17,1.83,Creative Assembly
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,Unknown
Diablo III,PS4,2014,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,Blizzard Entertainment
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,Sucker Punch
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82,Blizzard Entertainment
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,Unknown
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,Mass Media
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,Maxis
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,From Software
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,Valve Software
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,Konami
Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,Unknown
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,Sega AM2
Mafia III,PS4,2016,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,Hangar 13
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,Sucker Punch
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1.0,0.03,0.0,0.77,1.8,BudCat
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,Dimps Corporation
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,EA Tiburon
NFL GameDay 2000,PS,1999,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,Unknown
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,Visual Concepts
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,Turn 10
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,Tango Gameworks
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,Retro Studios
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,Unknown
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,Unknown
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,Unknown
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,Rockstar San Diego
SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0.0,0.08,1.78,Unknown
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,SCEE London Studio
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,Genuine Games
Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,Unknown
Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,Unknown
Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,Team Ninja
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,TOSE
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,Traveller's Tales
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,Unknown
Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,Unknown
WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,Unknown
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,THQ
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,Heavy Iron Studios
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,Camelot Software Planning
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,Unknown
Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,Unknown
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,Aki Corp.
Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,Red Storm Entertainment
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,VIS Entertainment
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0.0,0.03,1.76,Unknown
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,Maxis
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,LucasArts
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,Unknown
Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,Pandemic Studios
Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,Unknown
Madden NFL 17,PS4,2016,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,EA Sports
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,Avalanche Studios
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,Unknown
Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,Unknown
Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,Unknown
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,Unknown
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,EA Canada
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,Realtime Worlds
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,Nd Cube
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,Konami
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0.0,0.03,1.75,Unknown
Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.35,0.25,0.24,1.74,Unknown
Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,Unknown
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,Monolith Soft
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,Ubisoft Montreal
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,Terminal Reality
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,Capcom
Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,Unknown
Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,Unknown
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,"Ready at Dawn, SCE Santa Monica"
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,EA Canada
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2,1.73,SCE Japan Studio
Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,Unknown
Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,Unknown
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,ArtePiazza
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,Vicarious Visions
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,Io Interactive
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,Unknown
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,"Ubisoft Reflections, Ivory Tower"
Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,Unknown
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0.0,0.18,1.72,Visual Concepts
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,EA Tiburon
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,Tri-Ace
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.32,1.72,"Infinity Ward, Sledgehammer Games"
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,Arkane Studios
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0.0,0.08,1.71,Unknown
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0.0,0.15,1.71,Harmonix Music Systems
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,Namco
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,Electronic Arts
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,Unknown
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,3d6 Games
Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.82,0.0,0.19,1.71,Magic Pockets
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.14,0.4,0.0,0.16,1.71,Unknown
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.4,0.0,0.15,1.7,Artefacts Studio
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,EA Sports
Portal 2,PS3,2011,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,Valve Software
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,Unknown
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,EA Sports
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,The Sims Studio
No Man's Sky,PS4,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7,Hello Games
Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.68,0.82,0.0,0.19,1.7,Unknown
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.69,Activision
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,Zipper Interactive
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,Irrational Games
Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,Unknown
Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,Unknown
WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,Unknown
WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,Unknown
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,Griptonite Games
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,Webfoot Technologies
Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,Unknown
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,Capcom
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0.0,0.08,1.69,Jupiter Corporation
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0.0,0.12,1.68,Farsight Studios
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,EA Vancouver
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68,Unknown
NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,Unknown
Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,Sonic Team
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,Volition Inc.
Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,Unknown
Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,Unknown
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,Firaxis Games
 Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68,Unknown
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,Maxis
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,Nintendo
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,Bandai Namco Games
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0.0,0.32,1.67,Rebellion
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,EA Canada
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,EA Sports
Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,Pandemic Studios
Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,Unknown
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,Shaba Games
"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,Artificial Mind and Movement
PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,Unknown
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,BioWare
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,Paradigm Entertainment
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,EA Sports
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,EA Chicago
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0.0,0.18,1.67,Blizzard Entertainment
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0.0,0.14,1.67,Heavy Iron Studios
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,SuperMassive Games
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.66,HB Studios Multimedia
Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,Unknown
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,EA Sports Big
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0.0,0.16,1.66,Ubisoft
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,Midway
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,Volition Inc.
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,EA Canada
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.0,0.15,1.66,TT Games
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,Spike
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,From Software
