Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Developer
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0.0,0.08,1.1,7.4,29.0,TOSE
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,8.5,176.0,Namco
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.42,0.13,0.08,1.1,8.2,283.0,TT Games
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,6.9,14.0,EA Games
GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,8.1,109.0,Codemasters
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,6.7,77.0,Electronic Arts
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,8.5,44.0,Tri-Ace
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,5.8,74.0,EA Tiburon
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,8.1,52.0,Amusement Vision
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0.0,0.17,1.09,5.7,87.0,Neversoft Entertainment
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,8.9,39.0,Webfoot Technologies
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,4.4,7.0,"EA Redwood Shores, EA Salt Lake"
NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0.0,0.02,1.09,6.0,47.0,Visual Concepts
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,7.6,58.0,Sony Online Entertainment
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,6.6,363.0,Slightly Mad Studios
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,8.3,48.0,EA Tiburon
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,0.1,1.09,6.9,198.0,Sonic Team
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,8.3,99.0,Electronic Arts
Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.25,0.0,0.09,1.09,2.1,98.0,Sega
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,8.3,33.0,LucasArts
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,6.9,41.0,Yuke's
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,5.5,65.0,EA Tiburon
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,8.0,72.0,EA Black Box
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,8.9,77.0,EA Tiburon
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,0.53,0.41,0.0,0.14,1.08,6.6,41.0,Big Sky Software
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,7.2,9.0,TOSE
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0.0,0.1,1.08,6.9,2981.0,Creative Assembly
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,7.4,67.0,Sega AM2
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,7.5,265.0,Visceral Games
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,6.0,19.0,Ubisoft Shanghai/Paris
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,7.4,594.0,Playground Games
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,8.1,49.0,Krome Studios
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,6.1,22.0,Webfoot Technologies
Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,8.1,106.0,Namco
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,7.3,121.0,PopCap
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,6.7,15.0,"Electronic Arts, Rebellion"
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,5.0,38.0,Amaze Entertainment
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,7.4,83.0,Treyarch
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,7.3,8.0,EA Sports
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,7.3,245.0,Ubisoft Montreal
WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0.0,0.54,1.07,7.7,31.0,Yuke's
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,6.6,198.0,Crystal Dynamics
Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,7.8,36.0,Konami
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,8.4,96.0,Namco
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0.0,0.11,1.07,8.8,57.0,EA Tiburon
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,5.6,5.0,SCEE
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,8.6,95.0,CyberConnect2
Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.57,0.38,0.02,0.1,1.07,7.6,18.0,Rockstar San Diego
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,5.9,552.0,Square Enix
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,8.5,84.0,Midway
Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,7.3,14.0,Page 44 Studios
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,7.3,146.0,Rockstar Leeds
Spore Creatures,DS,2008,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,6.5,21.0,Griptonite Games
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,8.4,188.0,EA Games
DJ Hero,X360,2009,Misc,Activision,0.56,0.39,0.0,0.11,1.06,8.0,42.0,FreeStyleGames
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,8.3,154.0,"Mad Doc Software, Rockstar Vancouver"
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,8.7,37.0,EA Canada
Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,8.3,22.0,Radical Entertainment
Overwatch,XOne,2016,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,5.6,668.0,Blizzard Entertainment
Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,7.3,247.0,Rebellion
Skylanders Giants,PS3,2012,Action,Activision,0.36,0.49,0.0,0.2,1.06,6.3,18.0,Toys for Bob
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,9.1,639.0,Blizzard North
Endless Ocean,Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,8.1,61.0,Arika
Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0.0,0.02,1.06,7.7,6.0,Digital Eclipse
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0.0,0.14,1.06,8.8,10.0,Barnhouse Effect
Darksiders,X360,2010,Action,THQ,0.67,0.28,0.01,0.1,1.06,7.9,292.0,Vigil Games
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,7.2,152.0,Pandemic Studios
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.35,0.0,0.09,1.06,6.8,73.0,TT Games
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,8.4,183.0,Incognito Inc.
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,7.1,122.0,Codemasters
Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0.0,0.13,1.05,7.0,16.0,Sumo Digital
DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,8.0,32.0,Codemasters
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,6.9,36.0,n-Space
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,0.09,1.05,8.0,60.0,Cavia Inc.
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,9.0,36.0,Zipper Interactive
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0.0,0.13,1.05,8.0,22.0,Visual Concepts
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,8.3,85.0,TT Games
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,8.3,6.0,Fox Interactive
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,8.4,5.0,"Z-Axis, Ltd."
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,6.1,279.0,EA Sports
Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,7.6,213.0,Microsoft Game Studios
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,7.9,32.0,Sega AM3
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,8.9,17.0,EA Sports
Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.48,0.0,0.11,1.04,7.4,5.0,Virtual Toys
Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,9.0,132.0,Crystal Dynamics
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,8.4,36.0,Yuke's
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,7.7,645.0,United Front Games
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,8.9,39.0,8ing/Raizing
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,8.7,6.0,Konami
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,7.3,168.0,Rebellion
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,8.5,22.0,Nd Cube
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0.0,0.11,1.04,4.4,455.0,Sega
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,8.8,29.0,EA Canada
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,7.7,71.0,"Electronic Arts, EA Redwood Shores"
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,7.5,54.0,Codemasters
Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,5.8,404.0,Splash Damage
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,0.14,1.03,8.4,17.0,Rainbow Studios
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,7.9,102.0,Studio Liverpool
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,7.4,92.0,Yuke's
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,7.0,31.0,Traveller's Tales
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,8.1,41.0,"Red Storm Entertainment, Ubisoft Paris"
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,7.6,33.0,TOSE
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,7.0,8.0,TT Fusion
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,8.8,12.0,NuFX
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,8.4,329.0,"Tantalus Interactive, Tantatus, Nintendo"
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0.0,0.17,1.03,7.7,30.0,Traveller's Tales
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,8.5,3552.0,"Crystal Dynamics, Nixxes Software"
Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,8.5,46.0,Capcom
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,8.6,28.0,Electronic Arts
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,8.8,39.0,Bigbig Studios
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,6.1,26.0,EA Canada
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,7.0,22.0,EA Salt Lake
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,8.4,61.0,"Spike, Namco Bandai Games"
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02,6.4,14.0,"Luxoflux, Inc."
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,6.2,91.0,Visual Concepts
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,8.1,89.0,"Red Storm Entertainment, Ubisoft Paris"
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02,7.9,130.0,Sonic Team
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,6.0,5.0,Eurocom Entertainment Software
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,3.3,4.0,Longtail Studios
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0.0,0.09,1.02,7.4,25.0,Traveller's Tales
Petz: Catz 2,DS,2007,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02,9.0,4.0,Powerhead Games
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,7.6,439.0,"Epic Games, People Can Fly"
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.42,0.0,0.17,1.02,5.3,33.0,Vicarious Visions
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,8.7,6.0,EA Tiburon
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.47,0.01,0.09,1.02,6.9,108.0,"Sega, Dimps Corporation"
Rock Band 2,Wii,2008,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,7.7,45.0,Harmonix Music Systems
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,8.7,29.0,EA Games
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,8.2,89.0,Koei
Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0.0,0.11,1.01,3.6,8.0,Heavy Iron Studios
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,8.0,27.0,8ing/Raizing
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,7.9,101.0,Project Aces
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,6.1,38.0,"Electronic Arts, Rebellion"
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,8.0,302.0,"Team Ninja, Tecmo"
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,7.3,318.0,Ubisoft
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,8.5,525.0,Ubisoft Montpellier
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,7.0,189.0,Ubisoft Montreal
Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,8.3,10.0,Tecmo
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,7.7,758.0,Ubisoft Montpellier
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,8.0,273.0,Bandai Namco Games
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,8.0,8.0,Razorworks Studios
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,4.5,6.0,EA Salt Lake
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,8.4,255.0,Ready at Dawn
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,8.9,54.0,Namco
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,9.3,54.0,Omega Force
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,8.4,238.0,UBlart Montpellier
NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,8.5,10.0,Microsoft Game Studios
Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,7.8,33.0,Ubisoft
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,6.6,49.0,EA Sports
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0.0,0.08,0.99,7.6,88.0,Yuke's
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,8.6,55.0,HAL Labs
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,6.5,294.0,Free Radical Design
Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,9.1,69.0,Oddworld Inhabitants
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,8.0,35.0,DreamFactory
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,8.2,94.0,Codemasters
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.11,0.99,5.0,26.0,Neversoft Entertainment
Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0.0,0.03,0.99,6.6,120.0,Sonic Team
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,8.2,20.0,SCEE London Studio
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,8.1,84.0,Capcom
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,8.3,30.0,Project Aces
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,8.4,1106.0,From Software
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,8.7,43.0,Rockstar London
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,6.8,11.0,Konami
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,6.2,17.0,EA Sports
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,8.2,336.0,Namco Bandai Games
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,7.9,3450.0,Bethesda Game Studios
Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,5.4,34.0,Hudson
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,6.6,25.0,Altron
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,5.9,18.0,Yuke's
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,6.4,694.0,Visceral Games
Suikoden III,PS2,,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98,7.7,113.0,KCET
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,7.5,383.0,Ubisoft Toronto
Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98,7.2,6.0,EA Tiburon
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,7.6,34.0,Visual Concepts
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,8.3,27.0,EA Sports
Madden NFL 16,X360,2015,Sports,Electronic Arts,0.85,0.02,0.0,0.1,0.97,5.1,12.0,EA Sports
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,8.9,1841.0,Rockstar North
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,5.3,33.0,EA Tiburon
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,9.2,144.0,Intelligent Systems
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,8.0,268.0,Double Fine Productions
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,5.9,47.0,Avalanche Software
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,7.6,53.0,EA Sports
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,7.9,67.0,Rockstar Leeds
Wheel of Fortune,Wii,2010,Misc,THQ,0.86,0.04,0.0,0.06,0.97,7.6,5.0,THQ
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,8.7,23.0,EA Canada
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,5.5,5926.0,BioWare
Cars,DS,2006,Racing,THQ,0.85,0.04,0.0,0.07,0.97,2.1,11.0,Helixe
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0.0,0.09,0.97,6.6,15.0,Vicarious Visions
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.34,0.0,0.1,0.97,5.2,53.0,Toys for Bob
LEGO Harry Potter: Years 5-7,X360,,Action,Warner Bros. Interactive Entertainment,0.51,0.37,0.0,0.09,0.97,7.9,39.0,Traveller's Tales
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,9.1,16.0,Traveller's Tales
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,9.0,44.0,Dreamworks Interactive
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,9.1,174.0,Level 5
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,8.2,3183.0,Ubisoft Montreal
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,4.3,894.0,Turtle Rock Studios
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,6.4,522.0,Visceral Games
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,8.1,9.0,EA Sports
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,7.5,111.0,Giants Software
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.4,0.0,0.09,0.96,7.5,17.0,"Vicarious Visions, Neversoft Entertainment"
de Blob,Wii,2008,Platform,THQ,0.49,0.37,0.0,0.1,0.96,8.6,73.0,Blue Tongue Entertainment
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,7.9,43.0,Overworks
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,8.4,24.0,Midway
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,8.5,4378.0,CD Projekt Red Studio
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,6.9,92.0,Rebellion
ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,8.7,22.0,Visual Concepts
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,6.7,18.0,SCEE London Studio
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,6.9,110.0,Camelot Software Planning
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,7.4,88.0,Monster Games Inc.
World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.95,7.7,11.0,Coresoft
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,7.6,7.0,Ubisoft Montreal
