Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Developer
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,8.6,53.0,Ubisoft Montreal
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0.0,0.09,0.95,7.8,238.0,Sonic Team
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0.0,0.03,0.95,8.6,34.0,Heavy Iron Studios
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,7.3,540.0,SuperBot Entertainment
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,4.1,303.0,Konami
Yakuza 4,PS3,,Action,Sega,0.15,0.13,0.63,0.05,0.95,8.0,177.0,Ryu ga Gotoku Studios
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,6.9,156.0,Ubisoft Paris
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,8.4,12.0,Koei
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,7.7,114.0,Ubisoft Reflections
Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0.0,0.09,0.95,2.8,4.0,Monkey Bar Games
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,7.3,126.0,EA Montreal
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,6.9,62.0,Capcom
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,7.1,34.0,Traveller's Tales
NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.79,0.05,0.0,0.1,0.94,3.2,24.0,Visual Concepts
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,7.4,254.0,Guerrilla
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0.0,0.03,0.94,7.8,13.0,Heavy Iron Studios
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,8.2,231.0,Nintendo
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,8.4,74.0,KCET
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,7.7,314.0,Ubisoft Toronto
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.39,0.0,0.16,0.94,4.8,42.0,Toys for Bob
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,7.8,19.0,Alfa System
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,7.0,49.0,Yuke's
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,6.7,37.0,EA Tiburon
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,7.6,162.0,Double Fine Productions
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0.0,0.08,0.94,4.5,21.0,Buzz Monkey
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,9.1,293.0,Rockstar Vancouver
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,7.8,72.0,Ubisoft
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,8.9,31.0,SCEA San Diego Studios
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,6.8,18.0,EA Sports
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,7.9,187.0,CyberConnect2
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,6.2,157.0,EA Sports
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93,6.1,24.0,Griptonite Games
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.93,8.5,21.0,Neversoft Entertainment
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,6.9,703.0,BioWare
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,7.5,213.0,Level 5
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,5.5,4.0,SCEE London Studio
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,8.7,87.0,HAL Labs
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0.0,0.1,0.93,8.6,17.0,Neversoft Entertainment
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0.0,0.02,0.93,8.8,8.0,Konami
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,8.0,597.0,PlatinumGames
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,8.6,19.0,SCEA
Cars,GC,2006,Racing,THQ,0.72,0.19,0.0,0.03,0.93,7.0,5.0,Rainbow Studios
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,4.8,5.0,Neko Entertainment
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,7.0,76.0,"Square Enix, h.a.n.d. Inc."
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,7.8,112.0,Codemasters
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,7.1,75.0,TT Games
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0.0,0.0,0.06,0.93,5.6,8.0,Activision
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,8.0,70.0,Gearbox Software
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,6.8,12.0,TT Games
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,6.2,1489.0,Ubisoft
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.93,8.2,2482.0,Gearbox Software
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,8.7,31.0,KCE Studios
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92,7.5,21.0,h.a.n.d. Inc.
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,3.3,9.0,Titus Software
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,7.1,70.0,EA Tiburon
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,6.7,44.0,Black Ops Entertainment
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,9.2,203.0,Capcom
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92,7.8,190.0,SCEA San Diego Studios
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16,0.92,8.5,575.0,Obsidian Entertainment
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.92,8.4,363.0,Obsidian Entertainment
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,7.5,75.0,SCEA San Diego Studios
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0.0,0.16,0.92,6.4,13.0,Tantalus Interactive
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,7.7,224.0,Visceral Games
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,6.1,16.0,Nintendo
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,7.1,34.0,Yuke's
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.92,8.0,46.0,Sonic Team
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,7.8,161.0,"Mistwalker, Artoon"
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,8.2,62.0,Marvelous AQL
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.91,6.7,7.0,Xpec
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0.0,0.12,0.91,5.4,14.0,EA Canada
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,8.1,12.0,Electronic Arts
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,7.2,53.0,Ubisoft Shanghai
LEGO Harry Potter: Years 5-7,PS3,,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0.0,0.15,0.91,8.3,48.0,Traveller's Tales
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,8.9,23.0,Genki
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,8.9,950.0,Monolith Soft
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,8.7,31.0,Codemasters
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,7.4,57.0,Omega Force
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,5.7,183.0,Visual Concepts
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,6.8,110.0,EA Canada
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,8.1,57.0,Sonic Team
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,7.9,12.0,Sonic Team
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,6.5,53.0,Codemasters
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,7.6,5.0,EA Sports
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,8.3,432.0,Mistwalker
Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,3.4,1221.0,Capcom
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,7.0,186.0,Avalanche Studios
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,7.6,9.0,989 Sports
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,7.3,82.0,Vicarious Visions
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,8.8,114.0,Criterion Games
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,6.7,344.0,Crytek
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.37,0.0,0.08,0.9,7.0,109.0,Ubisoft Montreal
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,8.3,818.0,CD Projekt Red Studio
Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,5.7,174.0,Kaos Studios
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,7.0,80.0,TT Games
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9,5.7,2421.0,ZeniMax Media
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,8.1,8.0,Clap Hanz
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0.0,0.12,0.9,7.4,10.0,Rainbow Studios
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.9,5.2,118.0,EA Sports
Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,7.6,34.0,Sonic Team
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,6.5,28.0,Vicarious Visions
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,7.5,15.0,Electronic Arts
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.9,5.2,11.0,TT Games
DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.9,7.8,49.0,FreeStyleGames
X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,8.5,14.0,Raven Software
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,7.6,14.0,EA Canada
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,6.6,27.0,Magic Pockets
LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0.0,0.07,0.9,7.2,21.0,TT Games
Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,8.0,20.0,Midway
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,8.5,59.0,KCEK
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,6.3,121.0,Zipper Interactive
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,6.2,16.0,EA Sports
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.62,0.0,0.1,0.89,6.7,58.0,EA Sports
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,8.6,58.0,Nintendo
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,9.1,132.0,Intelligent Systems
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,0.89,8.3,80.0,Guerrilla
Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0.0,0.02,0.89,5.5,8.0,Traveller's Tales
Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0.0,0.08,0.89,6.8,14.0,TT Games
Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,8.2,22.0,Namco
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89,7.5,6.0,Visual Concepts
Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.89,7.8,30.0,Black Rock Studio
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,8.1,84.0,Sony Bend
Call of Duty: World at War,DS,2008,Shooter,Activision,0.56,0.25,0.0,0.08,0.89,7.8,20.0,n-Space
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,7.3,17.0,Electronic Arts
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.89,8.4,22.0,EA Canada
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.29,0.0,0.13,0.89,7.1,16.0,Traveller's Tales
Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,7.9,15.0,RED Entertainment
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,4.1,34.0,EA Tiburon
Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.37,0.01,0.09,0.88,8.1,40.0,Gearbox Software
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.88,7.5,49.0,EA Redwood Shores
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.88,4.2,6430.0,Infinity Ward
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0.0,0.15,0.88,8.1,60.0,Crystal Dynamics
F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,7.5,65.0,Codemasters Birmingham
Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,7.8,91.0,Techland
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,8.3,13.0,Visual Concepts
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,8.3,144.0,Square Enix
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0.0,0.01,0.07,0.88,7.8,17.0,Ubisoft
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88,6.4,194.0,Ubisoft Montreal
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,8.5,397.0,Capcom
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,7.3,81.0,BioWare
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.5,0.28,0.0,0.09,0.88,5.5,18.0,n-Space
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.0,0.07,0.88,6.6,2299.0,Rockstar Toronto
Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.09,0.0,0.06,0.88,8.2,137.0,Harmonix Music Systems
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.35,0.0,0.08,0.88,7.6,45.0,Yuke's
ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,8.1,18.0,Kush Games
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,7.8,345.0,Gearbox Software
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,8.8,45.0,FASA Studio
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.87,6.8,27.0,EA Tiburon
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,6.6,16.0,Runecraft
F1 2009,Wii,2009,Racing,Codemasters,0.15,0.62,0.0,0.11,0.87,7.2,30.0,Sumo Digital
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,8.8,17.0,Red Storm Entertainment
Sleeping Dogs,X360,2012,Action,Square Enix ,0.38,0.4,0.01,0.08,0.87,7.9,468.0,United Front Games
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,7.7,446.0,Big Huge Games
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,7.2,105.0,Jupiter Corporation
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,8.1,35.0,Alfa System
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.18,0.0,0.07,0.87,6.8,29.0,Ubisoft Montreal
LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,6.9,159.0,"Media Molecule, United Front Games"
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0.0,0.12,0.87,7.3,19.0,Shaba Games
GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87,7.9,131.0,Codemasters
DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,7.4,94.0,Codemasters
Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,8.1,237.0,Volition Inc.
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,9.0,37.0,EA Sports
Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,8.1,17.0,SCi
LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.32,0.0,0.08,0.87,7.1,14.0,TT Games
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.27,0.01,0.08,0.87,4.9,12.0,Cooking Mama Limited
Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.3,0.0,0.09,0.87,8.3,149.0,Gearbox Software
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,8.3,129.0,SquareSoft
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,8.2,16.0,Omega Force
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,6.3,288.0,Crytek
Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,7.1,73.0,Pandemic Studios
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.59,0.2,0.0,0.07,0.86,8.5,28.0,Red Fly Studio
Guitar Hero Live,PS4,2015,Misc,Activision,0.34,0.38,0.0,0.14,0.86,6.2,160.0,FreeStyleGames
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.46,0.21,0.12,0.06,0.86,8.5,26.0,Arika
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,8.3,14.0,KCET
Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,8.4,11.0,Rage Software
Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,5.8,4.0,Toolbox Design
Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.31,0.0,0.08,0.86,6.5,51.0,Neversoft Entertainment
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.51,0.0,0.23,0.86,7.9,14.0,Team 17
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,9.1,39.0,Omega Force
2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,8.1,58.0,Electronic Arts
Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.62,0.0,0.11,0.85,7.3,25.0,Crystal Dynamics
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,7.0,28.0,Visual Concepts
Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,8.9,14.0,EA Sports
LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.36,0.0,0.14,0.85,7.4,14.0,TT Games
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,7.6,376.0,Big Huge Games
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.33,0.18,0.12,0.85,7.2,51.0,"Dimps Corporation, Namco Bandai Games"
Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,8.2,193.0,Namco Bandai Games
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,7.7,115.0,Team Ninja
Ratatouille,PS2,2007,Action,THQ,0.31,0.0,0.0,0.53,0.85,8.0,11.0,Asobo Studio
Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,8.2,48.0,Criterion Games
Wii Fit U,WiiU,2013,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,7.7,72.0,Nintendo
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,7.9,31.0,Arika
The Legendary Starfy,DS,2008,Platform,Nintendo,0.6,0.0,0.2,0.05,0.85,8.4,26.0,TOSE
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,7.4,25.0,EA Tiburon
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,8.7,95.0,Headstrong Games
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,7.0,88.0,EA Montreal
Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0.14,0.84,7.1,422.0,Vigil Games
Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.84,8.8,30.0,Treyarch
The Lord of the Rings: War in the North,X360,,Action,Warner Bros. Interactive Entertainment,0.52,0.24,0.0,0.08,0.84,7.4,113.0,Snowblind Studios
 Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,7.9,216.0,Bandai Namco Games
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0.0,0.14,0.84,7.9,96.0,Terminal Reality
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84,7.1,7.0,Heavy Iron Studios
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,8.9,1548.0,Monolith Soft
NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,7.8,39.0,Visual Concepts
Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,7.8,53.0,EA Black Box
Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,5.3,20.0,Eutechnyx
The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,7.6,193.0,Tango Gameworks
Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,8.4,89.0,Level 5
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.0,0.11,0.84,8.1,10.0,Visual Concepts
